word	happiness_rank	happiness_average	happiness_standard_deviation	twitter_rank	google_rank	nyt_rank	lyrics_rank
full	1976.0	6.22	1.2171	394.0	366.0	671.0	440.0
guys	1977.0	6.22	1.4184	308.0		2188.0	1133.0
instrument	1978.0	6.22	1.2337		2169.0		
join	1979.0	6.22	1.5556	631.0	2310.0	1743.0	1436.0
karma	1980.0	6.22	1.7296	4925.0			4539.0
knight	1981.0	6.22	1.4609	3210.0			4857.0
lives	1982.0	6.22	1.148	1314.0	968.0	408.0	582.0
logic	1983.0	6.22	1.4748		2402.0		
milk	1984.0	6.22	1.9303	966.0	2044.0	4449.0	2591.0
most	1985.0	6.22	1.5556	240.0	78.0	93.0	556.0
neon	1986.0	6.22	1.2337				2755.0
night	1987.0	6.22	1.2982	93.0	406.0	308.0	87.0
package	1988.0	6.22	1.4748	2592.0		2476.0	
participation	1989.0	6.22	1.148		2248.0	4560.0	
penny	1990.0	6.22	1.7058				3116.0
pregnant	1991.0	6.22	2.0829	2638.0			
properly	1992.0	6.22	1.0554	3987.0	2110.0	4577.0	
quest	1993.0	6.22	1.4609				3647.0
restoration	1994.0	6.22	1.3445		4258.0	4622.0	
seventeen	1995.0	6.22	1.5425				3397.0
social	1996.0	6.22	1.0359	271.0	162.0	651.0	3503.0
styles	1997.0	6.22	1.016			3818.0	2721.0
supports	1998.0	6.22	1.5292		4768.0	4302.0	
tech	1999.0	6.22	1.3293	1389.0			3689.0
thai	2000.0	6.22	1.3596	3089.0			
thoughts	2001.0	6.22	1.5425	1130.0	1653.0	3344.0	700.0
today	2002.0	6.22	1.4469	70.0	877.0	120.0	355.0
transformation	2003.0	6.22	1.2982		2796.0		
treaty	2004.0	6.22	1.3293		1807.0	2889.0	
tribute	2005.0	6.22	1.3596	4350.0		3592.0	
aesthetic	2006.0	6.21	1.5839		4774.0		
upside	2007.0	6.21	1.3832				2329.0
behold	2008.0	6.2	1.4574				3017.0
dough	2009.0	6.2	1.4574				1311.0
sands	2010.0	6.2	1.5135				3837.0
3-bedroom	2011.0	6.2	1.2617				
actor	2012.0	6.2	1.3553	3545.0		2208.0	
agreements	2013.0	6.2	1.5649		4216.0	4198.0	
arise	2014.0	6.2	1.1249		2635.0		3614.0
assured	2015.0	6.2	1.5649		3535.0		
bubble	2016.0	6.2	1.5518	3526.0			2417.0
cereal	2017.0	6.2	1.3997	3610.0			
definitely	2018.0	6.2	1.4142	859.0	4688.0	3795.0	
dime	2019.0	6.2	1.3553				1189.0
engage	2020.0	6.2	1.3401		4013.0		
erected	2021.0	6.2	1.4846		4603.0		
estate	2022.0	6.2	1.666	2193.0	1871.0	940.0	
ethical	2023.0	6.2	1.3702		3478.0	4548.0	
everybody	2024.0	6.2	1.2122	829.0	3530.0	2164.0	303.0
faces	2025.0	6.2	1.4569	2456.0	2813.0	2022.0	982.0
feeds	2026.0	6.2	1.4708				4335.0
haircut	2027.0	6.2	1.5119	3867.0			
halo	2028.0	6.2	1.807	4392.0			
jacket	2029.0	6.2	1.1249	2824.0			4213.0
joining	2030.0	6.2	1.1066	4002.0		3803.0	
kingdom	2031.0	6.2	1.3248	4779.0	1501.0		2046.0
lifted	2032.0	6.2	1.2289		4433.0		3268.0
listened	2033.0	6.2	1.2778	2721.0	4727.0		3103.0
meat	2034.0	6.2	2.1381	2202.0	2930.0	4101.0	2282.0
menu	2035.0	6.2	1.2936	3076.0		3395.0	
nurse	2036.0	6.2	1.2617	2442.0	3294.0	4394.0	4920.0
opening	2037.0	6.2	0.9258	1514.0	1621.0	1116.0	4507.0
pension	2038.0	6.2	2.0			2719.0	
phd	2039.0	6.2	1.5119			3282.0	
phones	2040.0	6.2	1.4286	2272.0			
plans	2041.0	6.2	1.0102	1049.0	1554.0	512.0	1304.0
premier	2042.0	6.2	1.0498	4125.0			
proposals	2043.0	6.2	1.6903		4071.0	2271.0	
protein	2044.0	6.2	1.3093		1776.0		
providence	2045.0	6.2	1.7496			3983.0	
recommendations	2046.0	6.2	1.4142		4459.0	4535.0	
sexual	2047.0	6.2	1.4569	3527.0	1417.0	1852.0	3744.0
soda	2048.0	6.2	1.7379	4202.0			
spain	2049.0	6.2	1.6903	4612.0	1982.0	2914.0	
stable	2050.0	6.2	1.3702		2638.0	3975.0	
succession	2051.0	6.2	1.2936		3568.0		
supporters	2052.0	6.2	1.5779			2280.0	
taco	2053.0	6.2	1.7496	2748.0			
think	2054.0	6.2	1.2936	73.0	228.0	168.0	92.0
trading	2055.0	6.2	1.2454	3068.0	3761.0	1075.0	
upward	2056.0	6.2	1.5119		4691.0		
yields	2057.0	6.2	1.4286		4740.0		
sailor	2058.0	6.19	1.2272				3601.0
dynamics	2059.0	6.19	1.3153		4321.0		
lyrical	2060.0	6.19	1.5527				2890.0
copper	2061.0	6.18	1.603		2650.0		
realise	2062.0	6.18	1.2529				2804.0
righteous	2063.0	6.18	1.822				3557.0
transformed	2064.0	6.18	1.1488		4217.0		
venus	2065.0	6.18	1.5636				4998.0
80s	2066.0	6.18	1.7106				
advocates	2067.0	6.18	1.4665			3421.0	
aha	2068.0	6.18	1.2567	3038.0			4412.0
ate	2069.0	6.18	1.4525	1014.0			2912.0
atlantic	2070.0	6.18	1.207		3443.0	1618.0	
awareness	2071.0	6.18	1.2887	3972.0	3292.0		
balance	2072.0	6.18	1.6123	3370.0	1387.0	2161.0	3516.0
blonde	2073.0	6.18	1.5996	3302.0			3969.0
burger	2074.0	6.18	2.3008	2070.0			
buyer	2075.0	6.18	1.1551			2264.0	
certificate	2076.0	6.18	1.1373	4690.0			
chances	2077.0	6.18	1.0437	3975.0		3696.0	1862.0
chief	2078.0	6.18	1.1551	3333.0	721.0	260.0	
clearly	2079.0	6.18	1.1192	2354.0	802.0	1578.0	2732.0
cultural	2080.0	6.18	1.1551		870.0	1573.0	
draws	2081.0	6.18	1.32				3983.0
driving	2082.0	6.18	1.6499	822.0	3267.0	1979.0	1120.0
duck	2083.0	6.18	1.3952	3710.0			2209.0
eagle	2084.0	6.18	1.8811	4887.0			3010.0
emotions	2085.0	6.18	1.7106		3558.0		1985.0
established	2086.0	6.18	1.1726		637.0	1791.0	
experiments	2087.0	6.18	1.5996		1881.0		
expression	2088.0	6.18	1.3045		839.0	4788.0	
fishing	2089.0	6.18	1.826	4237.0	3764.0	4212.0	
fri	2090.0	6.18	2.0572	2946.0			
fully	2091.0	6.18	1.2237	2858.0	1120.0	1896.0	3873.0
informed	2092.0	6.18	1.3354		2334.0	4293.0	
initiated	2093.0	6.18	1.3805		4960.0		
italy	2094.0	6.18	1.4665	4252.0	1846.0	1925.0	
king	2095.0	6.18	1.5609	597.0	379.0	924.0	542.0
land	2096.0	6.18	1.3354	1670.0	289.0	1048.0	464.0
lion	2097.0	6.18	1.6123	2900.0			3089.0
miami	2098.0	6.18	1.746	1810.0		1378.0	4054.0
midnight	2099.0	6.18	1.4241	1737.0		3635.0	1041.0
mineral	2100.0	6.18	1.0039		4133.0		
nomination	2101.0	6.18	1.207			2877.0	
oak	2102.0	6.18	1.4665			4383.0	
occasions	2103.0	6.18	1.5077		3199.0		
philosophical	2104.0	6.18	1.3805		2891.0		
playlist	2105.0	6.18	1.6123	4139.0			
profound	2106.0	6.18	1.5477		3668.0	2373.0	
provided	2107.0	6.18	1.1899		586.0	1191.0	
resolution	2108.0	6.18	1.2887	4442.0	1904.0	2499.0	
riding	2109.0	6.18	1.3952	2328.0	4850.0	4420.0	1295.0
safety	2110.0	6.18	1.7343	2712.0	1723.0	1167.0	3857.0
scientist	2111.0	6.18	1.2887			3702.0	
she	2112.0	6.18	1.5868	105.0	55.0	41.0	55.0
sight	2113.0	6.18	0.9833	3631.0	1504.0	4307.0	737.0
spice	2114.0	6.18	1.7225	4836.0			
steady	2115.0	6.18	1.3354	4234.0	3266.0	4547.0	1433.0
survey	2116.0	6.18	1.5077	3328.0	1579.0	2055.0	
swiss	2117.0	6.18	1.6499			3567.0	
t-shirt	2118.0	6.18	1.4384				
tiger	2119.0	6.18	1.746	1296.0			4159.0
tomorrow	2120.0	6.18	1.3805	170.0	4618.0	683.0	508.0
tourist	2121.0	6.18	1.4241			4909.0	
tournament	2122.0	6.18	1.3805	4861.0		1498.0	
trade	2123.0	6.18	1.0039	2025.0	478.0	500.0	2092.0
trains	2124.0	6.18	1.32	4884.0		3460.0	3945.0
tune	2125.0	6.18	1.4241	1082.0			1380.0
victor	2126.0	6.18	1.7225			2976.0	
walking	2127.0	6.18	1.5609	1024.0	2730.0	2452.0	546.0
wireless	2128.0	6.18	1.5996	3034.0		4873.0	
www	2129.0	6.18	1.5609		2721.0		
yea	2130.0	6.18	1.6744	549.0			634.0
beds	2131.0	6.17	1.7177		4360.0		
preference	2132.0	6.17	0.9964		3923.0		
applying	2133.0	6.16	1.1609		4078.0		
crop	2134.0	6.16	1.2474		3654.0		
enable	2135.0	6.16	1.1963		2919.0		
interactions	2136.0	6.16	1.1609		3677.0		
narrative	2137.0	6.16	1.241		2315.0		
railway	2138.0	6.16	1.3439		2633.0		
afford	2139.0	6.16	1.2349	3249.0	3226.0	2845.0	2543.0
allowing	2140.0	6.16	1.0947		3417.0	2690.0	
automobile	2141.0	6.16	1.3756			4650.0	
bands	2142.0	6.16	1.4619	3045.0	4415.0		4687.0
boys	2143.0	6.16	1.2349	689.0	1373.0	2205.0	471.0
cds	2144.0	6.16	1.2014	4913.0			
christ	2145.0	6.16	2.3067	2509.0	909.0	4238.0	1526.0
dictionary	2146.0	6.16	1.5696		4987.0		
downloads	2147.0	6.16	1.1314	4476.0			
eagles	2148.0	6.16	1.4479	3861.0			
engaged	2149.0	6.16	1.9625	3854.0	1823.0	4277.0	
especially	2150.0	6.16	1.0174	1021.0	429.0	946.0	3471.0
fiction	2151.0	6.16	1.4337		3194.0	2869.0	4332.0
grocery	2152.0	6.16	1.7304	2511.0			
hotel	2153.0	6.16	1.5954	523.0	2465.0	981.0	1826.0
houses	2154.0	6.16	1.6333	4326.0	1272.0	1658.0	3617.0
hubby	2155.0	6.16	1.7186	1757.0			
included	2156.0	6.16	1.2993	4105.0	966.0	316.0	
lemon	2157.0	6.16	1.3456	3548.0			
mellow	2158.0	6.16	1.5301				4082.0
minds	2159.0	6.16	1.2349	2803.0	2308.0	4217.0	1181.0
my	2160.0	6.16	1.2835	10.0	64.0	115.0	8.0
own	2161.0	6.16	1.9205	367.0	119.0	222.0	222.0
pacific	2162.0	6.16	1.1843	4244.0	2463.0	1915.0	
people	2163.0	6.16	1.5826	52.0	102.0	66.0	179.0
planning	2164.0	6.16	1.4619	1265.0	1180.0	1301.0	
polish	2165.0	6.16	1.3903		3961.0	4346.0	
premium	2166.0	6.16	1.4479	4532.0			
providing	2167.0	6.16	1.2014		2061.0	2448.0	
readers	2168.0	6.16	1.2349	4904.0	2386.0	1946.0	
rocked	2169.0	6.16	1.4479	4269.0			3398.0
sausage	2170.0	6.16	1.8223	4768.0			
south	2171.0	6.16	1.6081	833.0	370.0	311.0	927.0
transportation	2172.0	6.16	1.6826		3076.0	1489.0	
turkey	2173.0	6.16	1.8111	1598.0	4657.0	3892.0	
wed	2174.0	6.16	1.8223	2861.0			
wheels	2175.0	6.16	1.2182				1617.0
woods	2176.0	6.16	1.3303	1836.0	3349.0	3262.0	2884.0
yacht	2177.0	6.16	1.3607			4034.0	
livin	2178.0	6.15	1.5977				1425.0
believing	2179.0	6.14	1.5275				2043.0
chemistry	2180.0	6.14	1.3994		4059.0		
continuous	2181.0	6.14	1.1365		2144.0		
persons	2182.0	6.14	1.2748		654.0		
seed	2183.0	6.14	1.3844		3286.0		1996.0
sheep	2184.0	6.14	1.5411		3481.0		2719.0
successive	2185.0	6.14	1.4142		4298.0		
adult	2186.0	6.14	1.3403	1676.0	1975.0	2854.0	
amsterdam	2187.0	6.14	1.4984			1381.0	
arises	2188.0	6.14	1.1068		3915.0		
arrived	2189.0	6.14	1.3999	1857.0	1338.0	2195.0	3679.0
asleep	2190.0	6.14	1.7498	847.0			1349.0
aviation	2191.0	6.14	1.3403			4334.0	
basketball	2192.0	6.14	2.0899	1786.0		257.0	
browser	2193.0	6.14	1.0304	4300.0			
cathedral	2194.0	6.14	1.552			3381.0	
cd	2195.0	6.14	1.3554	1149.0	4375.0		3581.0
cheek	2196.0	6.14	1.5909				2611.0
combination	2197.0	6.14	1.143		1825.0	3366.0	
conscious	2198.0	6.14	1.3852		2350.0		
cricket	2199.0	6.14	1.6164	4797.0			
debut	2200.0	6.14	1.2618	4589.0		3312.0	
dividends	2201.0	6.14	1.552			4378.0	
drinking	2202.0	6.14	1.7144	876.0	3389.0	4197.0	1665.0
elizabeth	2203.0	6.14	1.7263		2703.0	801.0	
eye	2204.0	6.14	1.4287	978.0	953.0	1998.0	494.0
generate	2205.0	6.14	1.1608		4632.0		
granted	2206.0	6.14	1.8071		2026.0	3398.0	2604.0
guests	2207.0	6.14	1.3852	4781.0	4803.0	3521.0	
huge	2208.0	6.14	1.7025	787.0	2621.0	1646.0	
jumping	2209.0	6.14	1.578	3922.0			3011.0
kindle	2210.0	6.14	1.2456	3751.0			
launches	2211.0	6.14	1.125	3285.0			
mend	2212.0	6.14	1.2124				2645.0
models	2213.0	6.14	1.578	3720.0	1466.0	3009.0	
mutual	2214.0	6.14	1.1068		2665.0	1860.0	
offered	2215.0	6.14	1.3999	4154.0	1207.0	969.0	
places	2216.0	6.14	1.1608	1706.0	918.0	1722.0	1058.0
plan	2217.0	6.14	1.2779	659.0	624.0	353.0	853.0
principles	2218.0	6.14	1.3999		855.0	4371.0	
recovering	2219.0	6.14	1.3095	4669.0			
respectively	2220.0	6.14	1.2124		2109.0	1195.0	
restore	2221.0	6.14	1.1608		4932.0	3990.0	
ride	2222.0	6.14	1.3852	867.0	3964.0	3078.0	280.0
rock	2223.0	6.14	1.2938	289.0	1616.0	1306.0	232.0
shirts	2224.0	6.14	1.0304	3515.0			
sony	2225.0	6.14	1.3554	2856.0			
strategies	2226.0	6.14	1.4429		2655.0	4043.0	
strongly	2227.0	6.14	1.2779		2030.0	3181.0	
temple	2228.0	6.14	1.4144		1892.0	1568.0	3427.0
thousands	2229.0	6.14	1.0692	3074.0	2342.0	1406.0	4044.0
tonight	2230.0	6.14	1.3403	139.0		855.0	180.0
trail	2231.0	6.14	1.143	4521.0	4380.0	3674.0	2478.0
twin	2232.0	6.14	1.2938	3230.0		4564.0	4916.0
up	2233.0	6.14	1.5254	34.0	72.0	69.0	31.0
updates	2234.0	6.14	1.2124	1506.0			
vagina	2235.0	6.14	1.8071	3341.0			
yahoo	2236.0	6.14	1.738	2008.0			
receives	2237.0	6.13	1.4237		4559.0		
exclusively	2238.0	6.12	1.4385		3821.0		
writings	2239.0	6.12	1.6964		2608.0		
destiny	2240.0	6.12	1.4525				1233.0
outcomes	2241.0	6.12	1.4381		4580.0		
quicker	2242.0	6.12	1.1481				4042.0
boulevard	2243.0	6.12	1.2558			2799.0	4033.0
chapels	2244.0	6.12	1.3192			3734.0	
consideration	2245.0	6.12	1.272		1410.0	4125.0	
digital	2246.0	6.12	1.4234	1384.0	4385.0	2778.0	
dish	2247.0	6.12	1.409	4457.0			
eat-in	2248.0	6.12	1.1542				
ensure	2249.0	6.12	1.3649		2634.0		
event	2250.0	6.12	1.6492	538.0	1240.0	1189.0	
everyone	2251.0	6.12	1.2229	205.0	1731.0	998.0	516.0
face	2252.0	6.12	1.1718	267.0	393.0	774.0	160.0
focus	2253.0	6.12	1.0622	1707.0	1586.0	1534.0	2712.0
funds	2254.0	6.12	1.8254	4847.0	2005.0	717.0	
garlic	2255.0	6.12	1.6616	4697.0			
investing	2256.0	6.12	1.5471			2876.0	
keyboard	2257.0	6.12	1.3944	3188.0			
knows	2258.0	6.12	0.8953	868.0	1620.0	1535.0	379.0
leaf	2259.0	6.12	1.3944		4060.0		3634.0
males	2260.0	6.12	1.4658		3752.0		
maps	2261.0	6.12	1.1542	4437.0	4259.0		
masters	2262.0	6.12	1.3346		3681.0	4758.0	
networking	2263.0	6.12	1.2558	1623.0			
nursing	2264.0	6.12	1.4658	4640.0	2793.0	3126.0	
patiently	2265.0	6.12	1.507				4173.0
proceeded	2266.0	6.12	1.3346		3607.0		
proceeding	2267.0	6.12	1.3944		4728.0		
profession	2268.0	6.12	1.1183		3106.0		
robot	2269.0	6.12	1.3192	3494.0			3519.0
snowing	2270.0	6.12	2.1631	2239.0			
studied	2271.0	6.12	1.3037		1741.0	3458.0	
study	2272.0	6.12	1.6243	1017.0	264.0	771.0	4835.0
theme	2273.0	6.12	1.1718	1526.0	2749.0	3197.0	
toward	2274.0	6.12	1.1364	4278.0	538.0	793.0	4074.0
traditional	2275.0	6.12	1.698	4684.0	1188.0	1710.0	
treasurer	2276.0	6.12	1.5205			4404.0	
university's	2277.0	6.12	1.4518				
v-day	2278.0	6.12	1.507				
very	2279.0	6.12	1.8913	129.0	84.0	166.0	447.0
voted	2280.0	6.12	1.2558	754.0		1964.0	
wii	2281.0	6.12	1.599	1368.0			
waving	2282.0	6.11	1.4481				4424.0
extending	2283.0	6.1	1.2588		4056.0		
readily	2284.0	6.1	1.4475		2216.0		
mirrors	2285.0	6.1	1.3423				4612.0
nearer	2286.0	6.1	1.1769		4917.0		
nurses	2287.0	6.1	1.9175		4844.0		
preserved	2288.0	6.1	1.403		3119.0		
senses	2289.0	6.1	1.4895		3885.0		2397.0
aah	2290.0	6.1	1.5811				2654.0
acknowledged	2291.0	6.1	1.4321		4132.0	2262.0	
beers	2292.0	6.1	2.2246	4358.0			
bentley	2293.0	6.1	1.6933				4905.0
brazil	2294.0	6.1	1.359	2653.0	4776.0	3211.0	
cattle	2295.0	6.1	1.3887		2819.0		
challenging	2296.0	6.1	1.5419				
check	2297.0	6.1	1.5286	204.0	1852.0	2321.0	509.0
chili	2298.0	6.1	1.8544	3395.0			
citizens	2299.0	6.1	1.5152		1655.0	1879.0	
collection	2300.0	6.1	1.0738	1963.0	1331.0	1187.0	
comprehend	2301.0	6.1	1.594				4858.0
customers	2302.0	6.1	1.0926	2822.0	3513.0	1392.0	
elected	2303.0	6.1	1.4178		2297.0	1527.0	
electricity	2304.0	6.1	1.6194		4404.0	4177.0	
enters	2305.0	6.1	1.2817		4737.0		
essence	2306.0	6.1	1.1473		3357.0		4730.0
fab	2307.0	6.1	1.5152	2945.0			
forthcoming	2308.0	6.1	1.0738			3871.0	
forward	2309.0	6.1	0.8391	590.0	1029.0	1253.0	2058.0
guide	2310.0	6.1	1.165	1322.0	1805.0	2121.0	1555.0
herself	2311.0	6.1	1.1112	3218.0	1022.0	2384.0	2491.0
increasingly	2312.0	6.1	1.3439		2456.0	2504.0	
info	2313.0	6.1	1.2657	923.0			
investments	2314.0	6.1	1.669			2438.0	
justification	2315.0	6.1	1.3439		4704.0		
karaoke	2316.0	6.1	1.9086	4752.0			
keeping	2317.0	6.1	1.1112	1599.0	1967.0	2052.0	1382.0
know	2318.0	6.1	1.3887	64.0	153.0	215.0	25.0
launched	2319.0	6.1	1.0351	3938.0			
life's	2320.0	6.1	1.3887				
madame	2321.0	6.1	1.632		4345.0		
markets	2322.0	6.1	1.165	3822.0	2337.0	548.0	
moments	2323.0	6.1	1.1112	2767.0	3124.0	2846.0	1848.0
nike	2324.0	6.1	1.3887	4828.0			
november	2325.0	6.1	1.3439	2374.0	1215.0	520.0	
open	2326.0	6.1	1.359	423.0	416.0	340.0	320.0
oscar	2327.0	6.1	1.7757	3638.0		4282.0	
owner	2328.0	6.1	1.5419	2926.0	2583.0	1165.0	
practically	2329.0	6.1	1.233		2880.0		
precise	2330.0	6.1	1.5551		3549.0		
release	2331.0	6.1	1.233	1248.0	2255.0	1488.0	1681.0
romans	2332.0	6.1	1.2657		4682.0		
security	2333.0	6.1	1.632	1556.0	945.0	469.0	3301.0
shade	2334.0	6.1	1.6812				2059.0
shoulders	2335.0	6.1	1.2164		3678.0		2511.0
soap	2336.0	6.1	1.0738	3955.0			4885.0
springfield	2337.0	6.1	1.2495			4733.0	
start	2338.0	6.1	1.5419	275.0	1129.0	615.0	271.0
telecommunications	2339.0	6.1	1.7053			3747.0	
tomorrow's	2340.0	6.1	1.165				
trinity	2341.0	6.1	1.488			4012.0	
western	2342.0	6.1	1.359	3704.0	729.0	1031.0	4043.0
window	2343.0	6.1	1.4463	924.0	1539.0	2883.0	686.0
woof	2344.0	6.1	1.6444				4558.0
yay	2345.0	6.1	1.9717	492.0			3182.0
roam	2346.0	6.09	1.3646				2307.0
dawning	2347.0	6.08	1.4415				4937.0
choir	2348.0	6.08	1.8009				3725.0
crops	2349.0	6.08	1.6052		3667.0		
elvis	2350.0	6.08	1.9878				3361.0
significance	2351.0	6.08	1.2721		1728.0		
throne	2352.0	6.08	2.1099		3576.0		2401.0
velocity	2353.0	6.08	1.0376		2448.0		
acquainted	2354.0	6.08	1.5497		4927.0		
ahead	2355.0	6.08	1.3679	1263.0	2543.0	1266.0	886.0
alright	2356.0	6.08	1.3068	1455.0			362.0
audiences	2357.0	6.08	1.0467			4237.0	
ball	2358.0	6.08	1.2262	1232.0	2492.0	1512.0	854.0
belief	2359.0	6.08	1.4405		1505.0	4370.0	3623.0
bff	2360.0	6.08	1.6015	3774.0			
boat	2361.0	6.08	1.4824	2708.0	2218.0	2879.0	1626.0
boots	2362.0	6.08	1.3679	2301.0			1693.0
california	2363.0	6.08	1.5097	1805.0	1431.0	635.0	1663.0
centuries	2364.0	6.08	1.3377		2129.0		
cheaper	2365.0	6.08	1.7594	4805.0			
clue	2366.0	6.08	1.1753	3648.0			2057.0
coat	2367.0	6.08	1.2428	3371.0	3707.0		2045.0
consensus	2368.0	6.08	1.1753			4992.0	
contact	2369.0	6.08	0.9864	1842.0	1160.0	2041.0	3887.0
deserved	2370.0	6.08	1.4961	4982.0			
drive	2371.0	6.08	1.5232	555.0	1815.0	1122.0	575.0
facebook	2372.0	6.08	1.9361	486.0			
freelance	2373.0	6.08	1.4405			4017.0	
greek	2374.0	6.08	1.2591	4184.0	1424.0	3972.0	
grown	2375.0	6.08	1.2428	2372.0	2193.0	3090.0	1205.0
help	2376.0	6.08	1.4686	230.0	391.0	337.0	305.0
housing	2377.0	6.08	1.4405	4795.0	2359.0	993.0	
instant	2378.0	6.08	1.122	2779.0	3801.0		4302.0
integrated	2379.0	6.08	1.3068		3577.0		
introduction	2380.0	6.08	1.0069		1088.0	4740.0	
legit	2381.0	6.08	1.1753	4483.0			
ma	2382.0	6.08	2.0488	778.0	2088.0	1384.0	633.0
message	2383.0	6.08	1.122	983.0	1667.0	1340.0	1240.0
negotiate	2384.0	6.08	1.2752			4211.0	
neighbor	2385.0	6.08	1.3827	4036.0		4349.0	
neighborhoods	2386.0	6.08	1.4686			3992.0	
numerous	2387.0	6.08	1.1925		1365.0	2616.0	
our	2388.0	6.08	1.066	118.0	74.0	73.0	106.0
oven	2389.0	6.08	1.3679	3690.0			
picked	2390.0	6.08	1.2095	1754.0	3495.0	3271.0	2006.0
reached	2391.0	6.08	1.2591	4191.0	864.0	1137.0	2204.0
recognize	2392.0	6.08	1.4119	4898.0	2373.0	2938.0	2061.0
recognized	2393.0	6.08	1.3068		1610.0	3350.0	
rider	2394.0	6.08	1.4263				2944.0
shows	2395.0	6.08	1.0467	792.0	701.0	931.0	1421.0
significantly	2396.0	6.08	0.9655		2718.0	4428.0	
specialist	2397.0	6.08	1.5365			3273.0	
suggestions	2398.0	6.08	1.14	2162.0	4004.0		
superior	2399.0	6.08	1.5232	3336.0	1760.0	4257.0	
tempo	2400.0	6.08	1.3068				3073.0
tourists	2401.0	6.08	1.5097			4713.0	
ups	2402.0	6.08	1.6517	2834.0			3965.0
validity	2403.0	6.08	1.1578		3907.0		
vehicle	2404.0	6.08	1.4546	2149.0	3894.0	3148.0	
votes	2405.0	6.08	1.5758	4000.0	4343.0	2095.0	
theories	2406.0	6.06	1.4507		2261.0		
associations	2407.0	6.06	1.5733		3161.0		
attachment	2408.0	6.06	1.5194		4270.0		
fluid	2409.0	6.06	1.2317		2050.0		
shells	2410.0	6.06	1.5057				3855.0
1970s	2411.0	6.06	1.4486		4679.0		
adults	2412.0	6.06	1.3001	4648.0	2782.0	2433.0	
advocacy	2413.0	6.06	1.2521			4707.0	
bella	2414.0	6.06	1.2191	4291.0			3460.0
brazilian	2415.0	6.06	1.4486	4069.0			
bueno	2416.0	6.06	1.5572	3321.0			
certain	2417.0	6.06	1.4626	1905.0	252.0	917.0	1713.0
certainly	2418.0	6.06	1.3463	2982.0	827.0	1380.0	
combinations	2419.0	6.06	1.2357		4948.0		
composed	2420.0	6.06	1.2521		2040.0		
composition	2421.0	6.06	1.1851		1783.0		
couch	2422.0	6.06	1.2022	2013.0			3451.0
created	2423.0	6.06	1.6088	2105.0	1041.0	1118.0	2699.0
creek	2424.0	6.06	1.4902	4837.0	3853.0		
dimes	2425.0	6.06	1.2191				4134.0
distinct	2426.0	6.06	1.2357		1828.0		
equal	2427.0	6.06	1.9526		767.0	2812.0	4138.0
facts	2428.0	6.06	1.0956	3668.0	1202.0	3618.0	2578.0
flight	2429.0	6.06	1.834	1173.0	2716.0	1632.0	1827.0
gaze	2430.0	6.06	1.4902				2947.0
goodman	2431.0	6.06	1.1323			4008.0	
harbor	2432.0	6.06	1.4486			2252.0	
hey	2433.0	6.06	1.634	241.0			148.0
historian	2434.0	6.06	1.4626		4623.0	3632.0	
host	2435.0	6.06	1.3614	2259.0	2616.0	2185.0	4810.0
icon	2436.0	6.06	1.2683	3317.0			
influences	2437.0	6.06	1.2191		3274.0		
instruments	2438.0	6.06	1.7072		2628.0	4261.0	
landmark	2439.0	6.06	1.0184			4918.0	
large	2440.0	6.06	1.2683	1618.0	179.0	508.0	2893.0
latest	2441.0	6.06	1.3614	724.0	4583.0	473.0	3957.0
leads	2442.0	6.06	1.0956	2467.0	1968.0	2856.0	2149.0
legs	2443.0	6.06	1.3001	2044.0	2674.0		1393.0
liverpool	2444.0	6.06	1.5572	3989.0			
magazines	2445.0	6.06	1.4486			3798.0	4355.0
membership	2446.0	6.06	1.0184		3091.0	3654.0	
muscle	2447.0	6.06	1.3311	4559.0	1994.0		4263.0
nation	2448.0	6.06	1.5039	2238.0	939.0	537.0	1556.0
outlets	2449.0	6.06	1.0382			2871.0	
overseas	2450.0	6.06	1.5308			3683.0	
peanut	2451.0	6.06	1.3311	2257.0			
personal	2452.0	6.06	1.2191	1153.0	526.0	676.0	3037.0
photoshop	2453.0	6.06	1.5308	3156.0			
preparation	2454.0	6.06	1.3614		2073.0		
quantities	2455.0	6.06	1.3001		3158.0		
racing	2456.0	6.06	1.7427	3263.0		1014.0	3613.0
reflection	2457.0	6.06	1.3911		3009.0		2455.0
representation	2458.0	6.06	1.2843		1984.0		
respective	2459.0	6.06	1.3157		3727.0		
see	2460.0	6.06	1.0577	78.0	81.0	243.0	42.0
servings	2461.0	6.06	1.4057			3199.0	
shoes	2462.0	6.06	1.544	1172.0	4347.0	4120.0	753.0
slim	2463.0	6.06	1.4902	4851.0			2421.0
sports	2464.0	6.06	2.2352	1224.0	4074.0	213.0	
starring	2465.0	6.06	1.3001			4176.0	
straight	2466.0	6.06	1.0577	1107.0	1748.0	1823.0	477.0
talk	2467.0	6.06	1.0577	340.0	986.0	763.0	249.0
towns	2468.0	6.06	1.1502		2219.0	2106.0	
updated	2469.0	6.06	1.2357	1360.0			
wood	2470.0	6.06	1.2521	2859.0	1329.0	2149.0	1872.0
solving	2471.0	6.04	1.7377		4762.0		
bridges	2472.0	6.04	1.5133				3030.0
climbing	2473.0	6.04	1.3838				3441.0
geographical	2474.0	6.04	1.4572		4731.0		
skirt	2475.0	6.04	2.0712				3735.0
1960s	2476.0	6.04	1.7492		4882.0		
academy	2477.0	6.04	1.3395	4406.0	3207.0	1389.0	
